Continent,ISO_code,Country,WHO_Region,pop_year,age,gender,population,Vaccine,vac_year,Percent_covrage,vac_population,deaths_averted_1000FVP,mid,low,high,vac_deaths_averted,suspension_period,covid_deaths,benefit_risk_ratio
Africa,ZAF,South Africa,AFR,2020,0,both,1126162,RotaC,2018,80,900929.6,,,,,,0.5,83.0127725161428,
Africa,ZMB,Zambia,AFR,2020,0,both,603438,HepB3,2018,90,543094.2,6.5 (1.2-10),6.5,1.2,10,3530.1123,0.5,70.8640599792868,24.9076351328998
Africa,ZMB,Zambia,AFR,2020,0,both,603438,Hib3,2018,90,543094.2,2.4 (1-3.6),2.4,1,3.6,1303.42608,0.5,70.8640599792868,9.19666527983991
Africa,ZMB,Zambia,AFR,2020,0,both,603438,MCV1,2018,94,567231.72,16 (6.3-24),16,6.3,24,9075.70752,0.5,27.7146360957486,163.734921300161
Africa,ZMB,Zambia,AFR,2020,1,both,597195,MCV2,2018,65,388176.75,,,,,,0.5,18.9661067739308,
Africa,ZMB,Zambia,AFR,2020,0,both,603438,PCV3,2018,90,543094.2,2.3 (1.1-3.9),2.3,1.1,3.9,1249.11666,0.5,70.8640599792868,8.81347089317992
Africa,ZMB,Zambia,AFR,2020,0,both,603438,RCV1,2018,94,567231.72,0.23 (0.04-0.78),0.23,0.04,0.78,130.4632956,0.5,27.7146360957486,2.35368949368981
Africa,ZMB,Zambia,AFR,2020,0,both,603438,RotaC,2018,91,549128.58,0.86 (0.54-1.2),0.86,0.54,1.2,472.2505788,0.5,50.597389511514,4.66674845638562
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,HepB3,2018,89,335796.11,13 (4.3-32),13,4.3,32,4365.34943,0.5,43.8153743491483,49.8152702657995
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,Hib3,2018,89,335796.11,1.7 (1.3-2.4),1.7,1.3,2.4,570.853387,0.5,43.8153743491483,6.51430457321994
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,MCV1,2018,88,332023.12,23 (7.7-31),23,7.7,31,7636.53176,0.5,16.2224706794872,235.368949368981
Africa,ZWE,Zimbabwe,AFR,2020,1,both,405229,MCV2,2018,78,316078.62,,,,,,0.5,15.4434310037288,
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,PCV3,2018,89,335796.11,1.8 (0.82-3.1),1.8,0.82,3.1,604.432998,0.5,43.8153743491483,6.89749895987994
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,RCV1,2018,88,332023.12,0.14 (0-0.53),0.14,0,0.53,46.4832368,0.5,16.2224706794872,1.43268056137641
Africa,ZWE,Zimbabwe,AFR,2020,0,both,377299,RotaC,2018,90,339569.1,0.72 (0.31-1.2),0.72,0.31,1.2,244.489752,0.5,31.2883187008301,3.90704521929959
